text,sentiment
haha orang gila bicara cak micin biar otak encer cong omong ngawur muslim muslim silit tau babi,1
coba kaca introspeksi keluarga pakai hijab komunis otak pakai prope iya orang,1
muhammadiyah inggris jalin kerja kendali ekstrem,0
neraka kena bom surga orang muka bumi masuk goku,0
bot ih liebe ih a inya bot kasih ipad barusan cemplung jamban kuda,0
copot darmin nasution menteri ekonomi ekonomi bodoh turun daya beli jabat,1
bodoh anjir bodoh tertawa gue tertawa astagfirullah humor banget uniform resource locator,0
mata picek cuk norak lihat prestasi jokowi nguoblokkk tolol,1
hasil penjara ahok alumni 212 dukung rizieq lengser jokowi lebaran,1
coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu buddha peluang masuk surga fatwa saudi jin adal,0
sepe i hujan lebat langit gelap gelita guruh a kilat sumbat jari telinga dengar suara petir ranah takut mati masakan lepas allah me,0
cerdas konseptual,0
nama yoongi putus iring sergap mata asa antuk gigit bibir ragu gapai gelas minum wine tinggal,0
bismillah melayu raya tanah melayu nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0
nak kawin nih kena simpan duit ilmu agama kena benda kena senang cerita,0
aduh lucu banget adik kelas gue pas lapor bang field trip taman safari heran 1 nama teman arisan keluarga bawa 1 sekolah tai arisan,0
main anjing,0
hebat arif suku badui hutan jaga budaya nafas hidup hidup jaga imbang alam,0
ya iya gilir ramai bela pas idol mati sedih doang serbu gila gila sarap ya maaf,0
sabar doa usaha ikhtiar mudah mudah bentar 2019 ganti presiden pakai sontek pakai plonga plongo,1
umat islam maksud front bela islam hati muslim nista islam bajing muslim onar kecut lari mesum islam islam gilir mesum islam onar islam,1
warga semarang prihatin kontroversi puisi gus mus,0
celeng nya bang acon susah banget xa,1
cari musuh dasar ana cebong kampret,1
tuju dewan wakil rakyat menteri jabat negara wajib potong 50 masuk presiden pegawai negeri sipil potong pegawai swasta potong,0
nih akun hasil bodoh kaum 212 bikin kaum kaum biar jokowi anti islam wkwk,1
juara tipu junjung bani kampret 212,1
turun cina sipit,0
amin rais bikin kacau suruh reformasi pilih kepala daerah salah hasil,1
fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator,1
takut banci uniform resource locator,0
lindung masyarakat wilayah tawangsari bulu amp lihat terima bekal pam pilih kepala daerah serentak,0
bolot,0
native speaker ya mother language nya english komen jaga bangsat,1
nyata bangkai,0
salah tulis salah bu maksud nya cebong muda kampung,1
nama absurd first impression bikin enak imajinasi ganteng etik pas coba ngewe direct message enak banget harap direct message nyata,0
admin presiden pm,0
stw singaraja suka kontol uniform resource locator,0
kafir haram pimpin monyet,1
shio baekhyun monyet,0
ceruk pasar pasar pasar butuh contoh asuransi pensiun tentara us orang pensiun tentara pensiun tentara asuransi alat butuh orang cacat orang cacat ta,0
kiai staquf suku ras biar mudah paham nalar bahlul arab sembah sodor arab bani saud pro israel eh pura pura,1
laku dosa ya anis sandi bully rendah orang jahat licik bully rendah dunia kejam kawan,0
om om ajar agama buddha hindu coba ajar ya buka mulut,0
alam kerja time cina best kerja melayu haha,0
kuat jijik ku cepat asa kejar kejar ya napas sungkan wkwk,0
bubar dewan wakil rakyat bubar save komisi berantas korupsi,1
hehe nyata pasar global batas lokal asing asing jujur,0
gue diving mampus junedi,1
suciwati revolusi mental jokowi omong kosong bual tuju amp komen uniform resource locator,1
marah orang rupiah panggil sipit hoshi suka mata sepele ah fisik pakai definisi hoshi milik mata sipit deh,0
otak makelar jual aset negara maling aset negara pe amina jual isi tenaga kerja asing tiongkok 2019 ganti presiden nurl,1
akun siti fatimah amp komen laman ringkas parah amp bejat malu moga sehat sabar amp semangat suara,1
bawang putih kafir haram his hiks hiks,1
tuju ahoker lengser prabowo jokowi hancur penjara karuan uniform resource locator,1
rawan join buah gera arus rindu pimpin nasional nasionalis islam moderat cak imin the next wakil presiden join 2019,0
onta nsd,0
umpan pakai biar mancing buaya,0
komunis abad partai komunis indonesia kecoak makan kecoak,1
retweeted ikko pribumi tiru horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas,0
mata lu picek ya janji jokowi tagih susilo bambang yudhoyono mata picek blok,1
indonesia be ahan kuat ekonomi politik hun pilih kerja simpan beda agama,0
50 freepo kuasa asing perintah jokowi a jonan menteri energi sumber daya mineral freepo ambil alih saham jonan jos,0
as clara anak pintar dongok kocak cantik idot tau malu urat malu putus butt muka nya imut banget,1
menteri agama riset guru agama islam negeri orientasi publikasi a ikel scopus jenis tantang umat islam guru agama islam negeri pangkal data rujuk bangun database ulama nusantara,0
presiden buruk sejarah bangsa bangsa cebong,1
me nusantara a i nasionalisasi aset asai asing laku pimpin sungguh nasionalis patriotik nusantara versi proxy be uju lemah tahan nusantara nasional bangsa,0
foto profil nya pesawat bilang cinta produk asing sederhana ukur parah tingkat munafik mu langsung terjun pesawat biar sesuai,0
remuk rengginang cocot ah,0
ku padah eh even bodoh bulak curang ompu ya nya still segal sayang eh bodoh sikpande harga,1
,0
acara mutu ulah mantan aktivis nih organisasi masyarakat mahasiswa gembong partai komunis indonesia musuh bebuyutan himpun mahasiswa islam,0
ayo pilih alin alin bawel banget omong lihat banci jalan omong,0
adopsi perintah pusat nih,0
prof prof bilang forum buka kacau biar prof muka agama ulama melur,0
biadab oknum aparat keparat,1
haha jancuk,0
untung kunti,0
kaisoo couple hangat bandara tanggal 1 maret kemarin kalah hunhan korea cina cina korea kau suka banget o kaisoo fact,0
wkwk mampus salah gue blok jaman jokowi ahok calon gubernur gaya intip intip anies sandi uniform resource locator,1
orang asing obrol bosan tunggu transit teman,0
mata picek mata lihat belah,1
maaf twitter pe kali orang bego,0
kocak kalabong dungu,1
catat buka lupa alam pilih kepala daerah daerah khusus ibukota jaka a 2017 usung ai gerindra hasil tumbang tahan usung koalisi motor,0
kenal pribadi perempuan pilih kepala daerah bondowoso radar jember,0
mayoritas buddha pendeta demo googling video demo thailand biar tau,0
komunis main,0
suka kesal orang pas gue confess gue gilir gue jomlo tau bicara silit,0
ehhhhh bandot kritik jokowi mencret darah is oke hina fitnah ambil tindak jokowi presiden pimpin negara pimpin agama salah kaprah luuuu,1
balas usir buddha ajar etnis muslim rohingya singkir data sensus duduk myanmar,1
astagfirullah mata gue noda kutuk nge bokep,1
allah panggil orang allah rindu baitullah,0
kontol iya hapus,1
obat monyet kedih uniform resource locator,0
pergi bangkai,1
bingung toleransi bikin gue pikir alas katolik paus wakil kristus,0
tertawa kunti,0
amin ya rabi tolong indonesia ya alah lebiiihhhh,1
ustaz partai adil sejahtera yudi widiana tilap duit bahasa agama juz amp liqo felix kwetiau amp alumni 212 diam amp pura pura budek gilir bu,1
amin moga istikamah khawatir cibir orang anggap uji orang orang dulunya suram kafir taubat tokoh juang agama islam,0
video call gubernur dinas istanbul turki video call lapor pe hibur malam karaoke sense amp diskotik eksotik tutup hormat keras bantu ole,0
bela pancasila daulat negara dukung lengser ancam nyata,1
proyek saracen ganjal lantik anies temu saracen foto tokoh ai politik,1
sih ahok kutil babi,1
soekarno konotasi rejim anti demokrasi ndg embel embel presiden umur hidup,0
hajar ganyang partai komunis indonesia uniform resource locator,1
bangkai kg tidur siang,0
jokowi kasihan goreng pbb,1
amin moga jokowi presiden,0
meni simpang lgbt nikah hidup berkah dunia rusak zina gera stop kawin,0
kepala polisi republik indonesia mundur jabat,1
daya ekonomi pesantren ulama jawa barat dukung jokowi pilih presiden 2019 jokowi 2019,0
semangat kantor staf presiden publikasi giat presiden rakyat tau presiden kerja keras bangun bangsa kerja kerja kerja,0
cocot,0
tuju dukung presiden upaya kuasa asing ekspor mentah ganti kontrak rugi indonesia,0
kristen nusantara contoh huria kristen batak protestan huria kristen batak protestan gereja kristen jawa gereja kristen jawa gereja pasundan gereja manado gereja malu gereja papua ciri khas sesuai tradisi suku,0
ya bentar utang susilo bambang yudhoyono njiiieng,1
masyarakat tionghoa pancasialis orang jawa ekspos contoh nyata kwik ekonom ustaz felix siauw,1
freepo diam negosiasi kalah,0
negara kayak tipu bocah sekolah dasar dokumen hilang huh,1
allah subhanahu wa taala sembah dungu biadab ya,1
ogah prabowo gatot oke,1
baca cerdas biar cap goblok v just kidding maaf balas orang intelligence quotient menge i tulis v,0
calon gubernur jawa nomor urut 1 mempe anyak program unggul rival kait buka lapang kerja 5 juta 5 ganjar situasi ekonomi buka lapang,0
burik iya burik panuan kutu jamur ha rang ajar,0
we jancuk ajar,0
amin rais himbau masyarakat salah pilih pimpin,0
jaman gue negeri kamis pakai baju kotak kotak kayak seragam sekolah kristen jumat nya wajib pakai celana doang pakai baju koko ya,0
najis kirim pesan direct message gue balas bodoh gue doa pentas menang,1
cowok bacot sih anjing gue gampar,1
rizal ramli mayoritas masyarakat jokowi klik rmol calon presiden rakyat,0
indonesia lawyers club boediono century intens lupa kunci butuh 2019 ganti presiden,1
maju gubernur sengsara rawan,1
orang anggap munafik pura,0
kristen prinsip enkulturasi agama katolik indonesia kristen indonesia asing islam kental arab,0
copras calon presiden pikir mikirrrr pikir sih kowi 1 periode babak bur uniform resource locator,1
tau jokowi panggung jilat jilat prabowo dasar lintah uniform resource locator,1
barusan dongok dongok motor klakson be ubi2 lampu merah oi dongok berisik norak pas tengok tau teman chain menang ganti lu darah puteeeh,1
prabowo suka kampanye negatif kampung geli,0
presiden jokowi gubernur anton program selaras jalan hasan,0
the lie tju siswi kelas 1b katolik santo petrus 1984 istri ronaldo pardede siswa kelas 1a katolik santo petrus 1984,0
dengar ulama otot kriminalisasi ulama ya lengser jokowi,1
bencong bacot cewek kayak banci amen kasih duit bacot mending cakap jelek kayak suram mentioned gue langsung kutip twit,1
cina cina usir ya rusak sih kerja,1
ayo bangsa indonesia sih etnis cina ahok,1
tolong lihat bok ya panggil pas papas buta budek tunggu,0
enak banget ya om bom susilo bambang yudhoyono debat sangka tinggal,0
kafir alquran situ sehat,0
dukung calon presiden suka atur jokowi prabowo atur menang pilih presiden 2019,1
hebat ahok maaf bini salam 7 surat pemberitahuan ono kabur malu ulama laku bejat,1
dungu islam alquran ajar amoral ansor agama islam posisi moral,1
owner seo tai adminnya hiring sayang 3 si,0
oke sip otak bolot gue bingung,0
hidup prabowo anak soemitro penghianat bangsa,1
perek sih doll ya,1
pilih presiden orang tua nya penghianat negara,1
sih ahok bilang nista agama kayak politikus koruptor panggil urus hukum ngeles pakai sakit hati hati mati,1
tolol aji agama islam sp i orang aji orang,1
new post festival pesona tambora angkat eksotisme alam budaya dompu bima,0
bang laku kristen istri muslim strategi te entu,0
presiden joko widodo jokowi buka kongres 29 himpun mahasiswa katolik republik indonesia himpun mahasiswa katolik republik indonesia pesan konteks politik 2018 jaga kondisi kontestasi politik isi adu program gagas ra,0
cebong kasih fakta bilang dusta cebong kasih dusta bilang realita cebonger si bikin gemas,1
cina kafir bangsat dasar komunis,1
rakyat kaum bani cebong,1
gue menang anjir cupu fik,1
kangen edan,0
oh mami kontol jari pusat 3 ngentot mami mami capai,0
kuliah maroko bilang anies super gubernur jaga asa enak bilang layak presiden,0
orang orang maha nan suci sih hina presiden lepas umur keluh tahan cina tahan keluh perintah orde su,1
salah amp bilang antek asing adik prabowo bilang prabowo pro amerika uniform resource locator,1
jodoh presiden pengantin wanita tajikistan sedih,0
resmi berkat gereja katolik hati kudus yesus batu gantung ambon,0
7 lihat wkwk gue tot setan,0
eh wa awan selandia kampret berita kampret sebar kasih konferensi pers laku,1
citra ah prabowo tidur,1
ustaz subki al bughury si sos i dukung pilih kepala daerah damai kabupaten sinjai hoaks benci isu sara,0
retweet sensasi ngentot cewek cantik hijab 1 blowjob kontol hijab ngentot orang hijab sepong kontol,0
bro ciri ciri cebong adu domba sok lugu nama cebong buzzer receh,1
detikcom buru buru tolak wacana pilih kepala daerah dewan wakil rakyat daerah pilih pilih 2019,0
front bela islam nyata darul islam nyata isis propaganda politik,0
prabowo tua generasi muda blusuk jokowi muda blusuk pulau,1
mohon maaf pilih presiden pilih jokowi like prabowo,0
berani sepe inya minoritas tau pasrah balas milik tuhan allah,0
dah shopee kampang,1
bu pustaka orang bisu ya bu ha nak diam diam suara,0
baca banding modal hasil dasar antek asing,1
kerja tugas prakarya seni budaya 3,0
kolam buaya oke,0
yu mari songsong presiden 2019,0
gue bani ngepost milik orang nik,0
cebong senang lihat jaya anis sirik parah junjung puji habis habis laku buruk,1
busuk mawati agama islam takut gejala gila nih nenek,1
salah obyek vital aman lemah gedung dewan wakil rakyat moga sah undang undang anti terorisme dewan wakil rakyat sasar bom bunuh amin doa kabul,0
jalan platform ya facebook jalan bom gede,0
orang katolik coba,0
bera i cacat,1
haha roti buaya nikah,0
luhut bajing,1
me every night naaaaa anjing gue malu bangsat hilang aaaaaaaaa sih gue jijik banget aaaaaaaaa sih gue danta aaaaaaaaaaa hilang aaaaaaaaaaaaaaa,0
kalong nya puji butut nya butut goblok goblok,0
sabar gue adek adek kunyuk bau kayak sempak kuda,0
tuhan iblis iblis tuhan agama onta,1
asalamualaikum alaykum tolong harap bantu korbanphkfreepo,0
jenderal propaganda perang propaganda jual utama partai komunis indonesia cina,1
ngentot,0
pesan presiden joko widodo negara indonesia kuat ulama umara iring lengkap kait pesan presiden simak video jokowi silaturahmi ulama jokowi cinta ulama jokowi,0
tertawa baris cebong sakit hati pakai isu saracen serang anies sandi gagal lantik,1
prabowo si mulut busuk rizieq anies fadli zon fahri kumpul sampah negara laku kayak sampah,1
bak orang indonesia pelabur wujud peluang kerja pelabur jajah ekonomi kesal ubah selagi,0
hindu nusantara buddha nusantara konghucu nusantara kristen nusantara salah coba argumen prof minum kopi amp ketawa ketawa,0
orang didik pikir ekonomi syariat ah ekonomi bangun ekstremis,0
buzzer idiot,0
dengar suara bom guntur geledek petir gunung letus dengar suara tangis sodomi,0
calon gubernur jabar bicara toleransi muzakarah ikat cendekiawan muslim indonesia jabar,0
manusia otak dungu teriak teriak bubar partai komunis indonesia buku baca bodoh otak kosong mulut iya iya,1
kisah emis yahudi buta,0
laksana presiden jokowi promosi asi games 2018 gencar ratas presiden promosi asi games gencar,0
cebong jago bikin sebar hoaks,1
kreativitas masyarakat desa daya tiada batas tingkat ekonomi a hidup roda ekonomi mikro desa salam daya desa sengon prambanan bahagia,0
